2018-01-19 20:17:55:747	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:55:748	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:55:749	00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:55:831	00 00 00 0a 00 f7 ff 4d 00 00 00 00 00 00 00 
2018-01-19 20:17:55:833	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:55:834	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:55:836	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:55:838	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:55:839	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:55:841	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:55:842	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:55:844	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:55:845	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:55:847	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:55:848	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:55:849	00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:55:931	00 00 00 0b 00 f7 ff b1 00 00 00 00 00 00 00 
2018-01-19 20:17:55:933	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:55:934	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:55:936	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:55:938	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:55:939	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:55:941	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:55:942	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:55:944	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:55:945	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:55:947	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:55:948	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:55:949	00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:031	00 00 00 0c 00 f8 00 15 00 00 00 00 00 00 00 
2018-01-19 20:17:56:033	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:034	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:036	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:038	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:039	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:041	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:042	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:044	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:045	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:047	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:048	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:049	00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:131	00 00 00 0d 00 f8 00 79 00 00 00 00 00 00 00 
2018-01-19 20:17:56:133	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:134	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:136	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:138	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:139	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:141	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:142	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:144	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:145	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:147	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:148	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:149	00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:231	00 00 00 0e 00 f8 00 dd 00 00 00 00 00 00 00 
2018-01-19 20:17:56:233	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:234	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:236	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:238	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:239	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:241	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:242	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:244	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:245	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:247	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:248	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:249	00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:331	00 00 00 0f 00 f8 01 41 00 00 00 00 00 00 00 
2018-01-19 20:17:56:333	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:334	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:336	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:338	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:339	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:341	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:342	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:344	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:345	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:347	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:348	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:349	00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:431	00 00 00 10 00 f8 01 a5 00 00 00 00 00 00 00 
2018-01-19 20:17:56:433	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:434	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:436	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:438	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:439	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:441	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:442	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:444	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:445	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:447	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:448	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:449	00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:531	00 00 00 11 00 f8 02 09 00 00 00 00 00 00 00 
2018-01-19 20:17:56:533	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:534	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:536	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:538	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:539	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:541	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:542	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:544	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:545	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:547	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:548	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:549	00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:631	00 00 00 12 00 f8 02 6d 00 00 00 00 00 00 00 
2018-01-19 20:17:56:633	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:634	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:636	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:638	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:639	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:641	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:642	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:644	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:645	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:647	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:648	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:649	00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:731	00 00 00 13 00 f8 02 d1 00 00 00 00 00 00 00 
2018-01-19 20:17:56:733	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:734	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:736	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:738	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:739	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:741	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:742	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:744	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:745	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:747	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:748	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:749	00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:831	00 00 00 14 00 f8 03 35 00 00 00 00 00 00 00 
2018-01-19 20:17:56:833	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:834	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:836	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:838	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:839	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:841	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:842	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:844	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:845	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:847	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:848	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:849	00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:931	00 00 00 15 00 f8 03 99 00 00 00 00 00 00 00 
2018-01-19 20:17:56:933	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:934	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:936	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:937	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:939	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:940	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:942	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:944	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:945	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:947	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:948	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:17:56:949	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:064	00 00 00 01 00 fa 71 35 00 00 00 00 00 00 00 
2018-01-19 20:20:36:065	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:066	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:068	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:069	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:071	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:073	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:074	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:076	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:077	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:079	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:080	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:081	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:163	00 00 00 02 00 fa 71 99 00 00 00 00 00 00 00 
2018-01-19 20:20:36:165	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:166	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:168	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:169	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:171	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:173	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:174	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:176	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:177	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:179	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:180	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:181	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:263	00 00 00 03 00 fa 71 fd 00 00 00 00 00 00 00 
2018-01-19 20:20:36:265	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:266	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:268	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:269	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:271	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:273	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:274	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:276	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:277	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:279	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:280	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:281	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:363	00 00 00 04 00 fa 72 61 00 00 00 00 00 00 00 
2018-01-19 20:20:36:365	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:366	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:368	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:369	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:371	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:373	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:374	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:376	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:377	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:379	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:380	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:381	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:463	00 00 00 05 00 fa 72 c5 00 00 00 00 00 00 00 
2018-01-19 20:20:36:465	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:466	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:468	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:469	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:471	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:473	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:474	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:476	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:477	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:479	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:480	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:481	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:563	00 00 00 06 00 fa 73 29 00 00 00 00 00 00 00 
2018-01-19 20:20:36:565	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:566	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:568	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:569	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:571	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:573	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:574	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:576	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:577	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:579	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:580	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:581	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:663	00 00 00 07 00 fa 73 8d 00 00 00 00 00 00 00 
2018-01-19 20:20:36:665	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:666	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:668	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:669	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:671	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:673	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:674	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:676	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:677	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:679	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:680	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:681	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:763	00 00 00 08 00 fa 73 f1 00 00 00 00 00 00 00 
2018-01-19 20:20:36:765	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:766	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:768	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:769	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:771	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:773	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:774	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:776	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:777	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:779	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:780	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:781	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:863	00 00 00 09 00 fa 74 55 00 00 00 00 00 00 00 
2018-01-19 20:20:36:865	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:866	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:868	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:869	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:871	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:873	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:874	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:876	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:877	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:879	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:880	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:881	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:963	00 00 00 0a 00 fa 74 b9 00 00 00 00 00 00 00 
2018-01-19 20:20:36:965	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:966	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:968	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:969	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:971	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:973	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:974	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:976	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:977	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:979	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:980	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:36:981	00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:063	00 00 00 0b 00 fa 75 1d 00 00 00 00 00 00 00 
2018-01-19 20:20:37:065	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:066	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:068	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:069	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:071	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:073	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:074	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
2018-01-19 20:20:37:076	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
